CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C14H-2007-0028,2008-01-31T00:00:00.000,129,Austin City Council,C14H-2007-0028 - Burch-Jackson House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1706 Canterbury Street (Tow,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080131-REG.htm#129
C14-05-0135,2005-12-15T00:00:00.000,Z001,Austin City Council,C14-05-0135 - Highway 183/Highway 71/Ben White - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1200-1324 Dalton ,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#Z001
NPA-2018-0005.01,2020-09-17T00:00:00.000,86,Austin City Council,"NPA-2018-0005.01 - 1501 Airport Commerce Drive-Conduct a public hearing and approve an ordinance amending Ordinance No. 20010927-05, the Montopolis Neighborhood Plan, an element of the Imagine Austin ",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200917-REG.htm#086
C14-04-0101,2004-11-18T00:00:00.000,Z006,Austin City Council,C14-04-0101 - South Lamar Boulevard-Evergreen Avenue-West Mary Street Rezoning (City Initiated)- Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezo,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041118-REG.htm#Z006
C14-2009-0166,2010-03-11T00:00:00.000,60,Austin City Council,C14-2009-0166 - Westend Bistro - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1315 West 6th Street (Town Lake) ,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100311-REG.htm#060
C14H-02-0023,2004-06-24T00:00:00.000,Z005,Austin City Council,C14H-02-0023 - Henry Stringfellow House. Conduct a public hearing and approve second and third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040624-REG.htm#Z005
C14-2013-0031,2013-09-26T00:00:00.000,101,Austin City Council,C14-2013-0031 - Clawson Patio Homes - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3907 Clawson Road (West Bouldin Creek Wa,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130926-REG.htm#101
C14-05-0150,2006-01-12T00:00:00.000,Z022,Austin City Council,C14-05-0150 - Fairfield at Woodland Park - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3226 West Slaughter Lan,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060112-REG.htm#Z022
C14-2017-0140,2018-03-22T00:00:00.000,80,Austin City Council,C14-2017-0140 - 4813 Gonzales Rezoning- District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4813 Gonzales Street (Boggy Cre,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180322-REG.htm#080
C14-2010-0164,2010-12-09T00:00:00.000,66,Austin City Council,C14-2010-0164 - 8610 N. Mopac Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 8610 North Mopac Expressw,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20101209-REG.htm#066
C14-2007-0043,2007-07-26T00:00:00.000,112,Austin City Council,C14-2007-0043 - West Parmer Center - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 2006-2008 West Parmer Lane (W,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070726-REG.htm#112
NPA-2017-0014.01,2017-08-03T00:00:00.000,96,Austin City Council,"NPA-2017-0014.01 - McComb Commercial - District 2 -Conduct a public hearing to approve an ordinance amending Ordinance No. 021010-11, the Southeast Combined Neighborhood Plan, an element of the Imagin",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170803-REG.htm#096
C14-05-0074,2005-08-25T00:00:00.000,Z010,Austin City Council,C14-05-0074 - H20 Car Wash - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3327 West Slaughter Lane (Slaughter C,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050825-REG.htm#Z010
C14-2011-0016,2012-01-12T00:00:00.000,88,Austin City Council,C14-2011-0016 - Helms Condominiums - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 201 East 34th Street (Waller ,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120112-REG.htm#088
NPA-2015-0023.01,2016-03-24T00:00:00.000,28,Austin City Council,NPA-2015-0023.01 - Boys & Girls Club Legacy Club - District 1 - Boys & Girls Club Legacy Club - Conduct a public hearing and approve an ordinance amending Ordinance No. 20070809-55 of the University H,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20160324-REG.htm#028
C14-2011-0043,2011-07-28T00:00:00.000,131,Austin City Council,C14-2011-0043 -753 Montopolis - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 753 Montopolis Drive (Country Club,akgy-tbxy,http://austintexas.gov/department/city-council/2011/20110728-REG.htm#131
C14-2014-0153,2015-10-08T00:00:00.000,13,Austin City Council,C14-2014-0153 � The Enclave at Oak Parke � District 8 � Approve third reading of an ordinance amending City Code Chapter 25-2 by zoning property locally known as 10301-10317 Salmon Drive (Slaughter Cr,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20151008-REG.htm#013
C14-04-0206,2005-12-15T00:00:00.000,Z019,Austin City Council,"C14-04-0206 - Parke Corners Section 1 and the Parke Recreation Area, Phase A - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property loca",akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#Z019
C14-2017-0084,2018-02-15T00:00:00.000,73,Austin City Council,"C14-2017-0084 - 6507 E. Riverside - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 6505, 6507. 6509 E. Riverside Drive",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180215-REG.htm#073
C14-2010-0133,2010-09-23T00:00:00.000,119,Austin City Council,C14-2010-0133 - Asian American Resource Center - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 8401 Cameron Road,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100923-REG.htm#119
C14-2014-0193,2015-09-10T00:00:00.000,28,Austin City Council,"C14-2014-0193 - MMK Ventures, LLC - District 7 - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1601 Cedar Bend Drive (Walnut C",akgy-tbxy,http://austintexas.gov/department/city-council/2015/20150910-REG.htm#028
C14-2008-0034,2008-06-05T00:00:00.000,71,Austin City Council,C14-2008-0034 - University Hills Neighborhood Planning Area Vertical Mixed Use Building (V) Zoning Opt-in/Opt-Out Process - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of t,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080605-REG.htm#071
C14-05-0164,2006-06-08T00:00:00.000,96,Austin City Council,"C14-05-0164 - U.S. Hwy 290 East - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as U.S. Hwy. 290 East, Approximatel",akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060608-REG.htm#096
C14-2015-0111,2015-12-10T00:00:00.000,63,Austin City Council,C14-2015-0111 � 603 W 8th Street � District 9 � Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2  by rezoning property locally known as 603 West 8th Street (Shoal Cree,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20151210-REG.htm#063
C14-2009-0055,2009-08-27T00:00:00.000,78,Austin City Council,C14-2009-0055 - Brentwood Neighborhood Planning Area Vertical Mixed Use Building (V) Zoning Opt-in/Opt-Out Process - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Aust,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090827-REG.htm#078
C14-2019-0003,2020-03-12T00:00:00.000,62,Austin City Council,"C14-2019-0003 - Lantana, Block P, Lot 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 7415 Southwest Parkway (Williamson Creek W",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200312-REG.htm#062
C14-2014-0084,2014-08-07T00:00:00.000,155,Austin City Council,C14-2014-0084 - Old Bee Caves Road Office -Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 6804 Old Bee Caves Road (Williamson C,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140807-REG.htm#155
C14-2008-0193,2009-08-20T00:00:00.000,56,Austin City Council,C14-2008-0193 - 500 Block of VFW and Yager Lane Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as the 500,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090820-REG.htm#056
C14-2018-0026,2019-08-08T00:00:00.000,109,Austin City Council,C14-2018-0026 - E. Riverside Dr. and S. Pleasant Valley Rd. Tract 4 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1600 Wickersha,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#109
C14-06-0096,2006-07-27T00:00:00.000,138,Austin City Council,C14-06-0096 - Legacy Oaks Christian School - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7915 Manchaca Road (S,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060727-REG.htm#138
C14-03-0096,2004-03-04T00:00:00.000,Z014,Austin City Council,C14-03-0096 - Central East Austin Planning Area Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 2017 an,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040304-REG.htm#Z014
C14-06-0159,2006-11-30T00:00:00.000,49,Austin City Council,C14-06-0159 - University Enterprises - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1901-1903 E. 11th Street (T,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20061130-REG.htm#049
C14-2016-0106,2017-03-23T00:00:00.000,80,Austin City Council,C14-2016-0106 � 4411 SOCO � District 3 � Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 4411 South Congress Avenue and 4510 Lucksin,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170323-REG.htm#080
C14-2013-0060,2013-09-26T00:00:00.000,119,Austin City Council,C14-2013-0060 - Bluff Springs Food Mart - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7101 Bluff Springs Road (Onion Creek W,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130926-REG.htm#119
C14-2011-0132,2012-12-06T00:00:00.000,96,Austin City Council,"C14-2011-0132 - West 34th St. Redevelopment, Tract B - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3316 Grandv",akgy-tbxy,http://austintexas.gov/department/city-council/2012/20121206-REG.htm#096
C14-2012-0144,2013-02-28T00:00:00.000,66,Austin City Council,C14-2012-0144 - W.C.I.D #17 Water Plant - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4504 North FM 620 Road (,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130228-REG.htm#066
C14-2016-0050,2017-03-02T00:00:00.000,62,Austin City Council,"C14-2016-0050 - Plaza Saltillo Tract 1/2/3 - District 3 - Approve third reading of an ordinance amending City Code Title 25 by rezoning property locally known as 901, 1011, and 1109 E. 5th Street (Wal",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170302-REG.htm#062
C14-2014-0049,2014-06-26T00:00:00.000,124,Austin City Council,C14-2014-0049 - Cooper Villas - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7805 Cooper Lane (South Boggy Creek Watershed) f,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140626-REG.htm#124
C14-2012-0123,2013-02-14T00:00:00.000,69,Austin City Council,C14-2012-0123 - The Paloma - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1123 East 11th Street (Town Lake Wate,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130214-REG.htm#069
C14-2017-0084,2017-11-09T00:00:00.000,81,Austin City Council,"C14-2017-0084 - 6507 E. Riverside - District 3 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 6505, 6507. 6509 E. Riverside Drive",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20171109-REG.htm#081
C14H-05-0012,2005-12-01T00:00:00.000,Z002,Austin City Council,C14H-05-0012 Hearn House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 902 Blanco Street from family residence,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051201-REG.htm#Z002
C14-04-0108,2004-10-07T00:00:00.000,Z009,Austin City Council,C14-04-0108 - East 14th Street - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 807-809 E. 14th Street (Waller Cr,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041007-REG.htm#Z009
C14-06-0204,2007-05-03T00:00:00.000,48,Austin City Council,C14-06-0204 - Slaughter Zoning - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 160 Slaughter Lane (Onion Creek Water,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070503-REG.htm#048
C14-2015-0136,2016-02-11T00:00:00.000,39,Austin City Council,C14-2015-0136 - 6914 McNeil Dr. - District 6 - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 6914 McNeil Drive (Rattan Creek Wat,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20160211-REG.htm#039
C14-2007-0183,2007-11-29T00:00:00.000,72,Austin City Council,C14-2007-0183 - U.S. 183/Govalle Tunnel - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 829 Bastrop Highway Nort,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071129-REG.htm#072
C14-2014-0112,2014-11-06T00:00:00.000,99,Austin City Council,C14-2014-0112 - Lantana Tract 28 & (a portion of) 33 - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 5436 Vega Avenue and 6601,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141106-REG.htm#099
C14-2019-0167,2020-07-30T00:00:00.000,45,Austin City Council,C14-2019-0167 - 4530 E. Ben White Blvd - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4530 E. Ben White Blvd (Country Club West W,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200730-REG.htm#045
C14-2019-0010,2019-08-08T00:00:00.000,135,Austin City Council,C14-2019-0010 - 12213 Tech Ridge Blvd.- Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 12213 Tech Ridge Boulevard (Walnut Creek Wat,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#135
C14H-2010-0039,2011-01-13T00:00:00.000,67,Austin City Council,C14H-2010-0039 - Bradford-Nohra House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4213 Avenue G (Waller Cree,akgy-tbxy,http://austintexas.gov/department/city-council/2011/20110113-REG.htm#067
C14-2010-0038,2010-11-04T00:00:00.000,40,Austin City Council,C14-2010-0038 - Rezoning 1.56 Acres at Manchaca Road - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 11410 Manchac,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20101104-REG.htm#040
C14-2016-0021,2016-12-15T00:00:00.000,79,Austin City Council,C14-2016-0021 - Double Creek Residences - District 5 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 420 East FM 1626 Road (Onion ,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20161215-REG.htm#079
C14-2016-0025,2016-09-22T00:00:00.000,65,Austin City Council,C14-2016-0025 - St. James Missionary Baptist Church - District 1 - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3417 East Mar,akgy-tbxy,http://austintexas.gov/department/city-council/2016/20160922-REG.htm#065
C14-04-0149.07,2005-03-03T00:00:00.000,Z001,Austin City Council,C14-04-0149.07 Old West Austin Neighborhood Plan rezoning for 1215 W. 9th Street. - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050303-REG.htm#Z001
NPA-2017-0016.04,2018-04-26T00:00:00.000,53,Austin City Council,"NPA-2017-0016.04 - 4813 Gonzales FLUM -District 3 -Approve second and third readings of an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an eleme",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180426-REG.htm#053
C14-2013-0093,2013-10-03T00:00:00.000,79,Austin City Council,C14-2013-0093 - Lynnbrook Condos - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by zoning property locally known as 2312 Lynnbrook Drive (Slaughter Creek Watershed,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20131003-REG.htm#079
C14-05-0120,2013-06-27T00:00:00.000,103,Austin City Council,C14-05-0120(RCA) - Parmer US 290 - Conduct a public hearing and approve a restrictive covenant amendment for property locally known as East U.S. Highway 290 Westbound (Gilleland Creek Watershed) to am,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130627-REG.htm#103
C14-04-0204,2005-02-10T00:00:00.000,Z006,Austin City Council,"C14-04-0204 - Northeast corner of IH-35 South, northbound service road and Brandt Road - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning prope",akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050210-REG.htm#Z006
C14-2007-0087,2007-10-11T00:00:00.000,92,Austin City Council,C14-2007-0087 - Vina Plaza - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 12801 Harris Ridge Boulevard (Harris ,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071011-REG.htm#092
C14-2016-0136,2018-06-28T00:00:00.000,88,Austin City Council,C14-2016-0136 - Broadmoor - District 7 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 11501 Burnet Road (Walnut Creek Watershed).,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180628-REG.htm#088
C14H-2014-0010,2014-09-25T00:00:00.000,134,Austin City Council,C14H-2014-0010 - Majors-Butler-Thomas House - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2  by rezoning property locally known as 1119 East 11th Street (Boggy Cree,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140925-REG.htm#134
C14H-2009-0009,2009-04-30T00:00:00.000,58,Austin City Council,C14H-2009-0009 - Cullers-Adkins House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1515 Westover Road (Johnso,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090430-REG.htm#058
C14-2013-0062,2013-08-22T00:00:00.000,106,Austin City Council,C14-2013-0062 - Sutton-Lakeshore Addition - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 3909 Westlake Drive (Lake Austin Wat,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130822-REG.htm#106
C814-01-0114.02,2010-04-08T00:00:00.000,42,Austin City Council,C814-01-0114.02 - Comanche Canyon Ranch PUD Amendment #2 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as Comanche Tr,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100408-REG.htm#042
NPA-2013-0010.01,2013-12-12T00:00:00.000,98,Austin City Council,"NPA-2013-0010.01 - 2416 East Sixth Street - Conduct a public hearing and approve an ordinance amending Ordinance No. 011213-43, the Holly Neighborhood Plan, an element of the Imagine Austin Comprehens",akgy-tbxy,http://austintexas.gov/department/city-council/2013/20131212-REG.htm#098
C14-06-0136,2006-08-09T00:00:00.000,13,Austin City Council,C14-06-0136 - 1701 & 1703 Windoak Drive - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1701 & 1703 Windoak Driv,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060809-SPEC.htm#013
NPA-2014-0011.01,2014-11-06T00:00:00.000,90,Austin City Council,"NPA-2014-0011.01 - MDC Programs Annex - Conduct a public hearing and approve an ordinance amending Ordinance No. 020523-30, the North Loop Neighborhood Plan, an element of the Imagine Austin Comprehen",akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141106-REG.htm#090
NPA-2016-0013.01,2017-03-02T00:00:00.000,53,Austin City Council,"NPA-2016-0013.01 - Bouldin Courts - District 9 - Conduct a public hearing and approve an ordinance amending Ordinance No. 020523-32, the Bouldin Creek Neighborhood Plan, an element of the Imagine Aust",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170302-REG.htm#053
C14-2018-0112,2019-02-07T00:00:00.000,45,Austin City Council,C14-2018-0112 - 2408 Leon - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 2408 Leon Street (Shoal Creek Watershed). Applicant Requ,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190207-REG.htm#045
C14-2019-0029,2019-08-08T00:00:00.000,120,Austin City Council,C14-2019-0029 - 1501 Airport Commerce Dr - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1501 Airport Commerce Drive (Carson Creek,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#120
NPA-05-0014.01,2005-09-29T00:00:00.000,Z019,Austin City Council,"NPA-05-0014.01 - Freidrich Lane - Conduct a public hearing and approve an ordinance to amend the Southeast Combined Neighborhood Plan, an element of the Austin Tomorrow Comprehensive Plan, to change t",akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050929-REG.htm#Z019
NPA-06-0015.01,2007-02-15T00:00:00.000,65,Austin City Council,"NPA-06-0015.01 - Springdale Road -East MLK Combined Neighborhood Plan - Conduct a public hearing and approve an ordinance amending Ordinance No. 021107-Z-11, the East MLK Combined Neighborhood Plan, a",akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070215-REG.htm#065
C14-2020-0012,2020-04-23T00:00:00.000,61,Austin City Council,"C14-2020-0012 -Plaza Volente Residential --Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 11405, 11409 and 11411 North FM 620 Road ",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200423-REG.htm#061
C14-06-0149,2007-02-15T00:00:00.000,52,Austin City Council,C14-06-0149 - Rancho Alto 6 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 1701 McClannahan Drive; 1700 Stoebel L,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070215-REG.htm#052
C14-2017-0130,2018-04-12T00:00:00.000,48,Austin City Council,C14-2017-0130 - Genesis Autos - District 2 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4410 East William Cannon Drive (William,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180412-REG.htm#048
C14-2009-0158,2010-02-25T00:00:00.000,75,Austin City Council,C14-2009-0158 - 7211 Albert Road - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7211 Albert Road (South Boggy C,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100225-REG.htm#075
C14-2013-0135,2013-12-12T00:00:00.000,121,Austin City Council,C14-2013-0135 - UMCB - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 1701 Red River Street (Lady Bird Lake Watershed) from mul,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20131212-REG.htm#121
C14-2009-0044,2009-07-23T00:00:00.000,130,Austin City Council,C14-2009-0044 - The Fault - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 8002 Research Boulevard Southbound (Li,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090723-REG.htm#130
NPA-2020-0017.02,2020-11-12T00:00:00.000,59,Austin City Council,"NPA-2020-0017.02- 902 Morrow Street - Conduct a public hearing and approve an ordinance amending Ordinance No. 040401-Z-2 the Crestview/Wooton Combined Neighborhood Plan, an element of the Imagine Aus",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201112-REG.htm#059
C14-2016-0079,2018-06-28T00:00:00.000,87,Austin City Council,C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez St,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180628-REG.htm#087
C14-2007-0201,2007-12-13T00:00:00.000,117,Austin City Council,C14-2007-0201 - Baylor Condos and The Castle on West 11th Street - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20071213-REG.htm#117
C14-2009-0102,2010-03-11T00:00:00.000,62,Austin City Council,C14-2009-0102 - Upper Boggy Creek Neighborhood Planning Area Vertical Mixed Use Building (V) Zoning Opt-in/Opt-Out Process - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of ,akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100311-REG.htm#062
C14-04-0123,2004-09-30T00:00:00.000,Z004,Austin City Council,C14-04-0123 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5524 U.S. Highway 290 West (Barton Creek Watershed -,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040930-REG.htm#Z004
C14-2014-0111,2014-12-11T00:00:00.000,160,Austin City Council,C14-2014-0111 - 4500 Speedway - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 4500 Speedway (Waller Creek Watershed) from fami,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20141211-REG.htm#160
C14-2012-0101,2013-02-14T00:00:00.000,64,Austin City Council,C14-2012-0101 - 9310 Georgian Drive - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 9310 Georgian Drive (Little Waln,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130214-REG.htm#064
C14-05-0007,2005-03-10T00:00:00.000,Z005,Austin City Council,C14-05-0007 - Rafael Montes De Oca - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 15200 F.M. 1825 Road (Walnut ,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050310-REG.htm#Z005
C14-04-0152,2004-12-16T00:00:00.000,Z012,Austin City Council,C14-04-0152 - 4607 Manchaca Road - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4607 Manchaca Road (Williamson ,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041216-REG.htm#Z012
C14-05-0178,2005-12-15T00:00:00.000,Z011,Austin City Council,C14-05-0178 - Caplin Veterinary Clinic - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7958 Shoal Creek Boulevar,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#Z011
