CASE_NUMBER,Meeting_Date,backup_links,document_count
C14-2015-0114,2016-11-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244179""}, {""title"": ""20151210-065, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244179""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244180""}, {""title"": ""20151210-065, Agenda Backup: Request for Postponement (C14-2015-0114)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=244180""}]",4
C14-2014-0070,2014-08-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=216573""}, {""title"": ""Ordinance No. 20140828-115"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=216573""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215844""}, {""title"": ""20140828-115, Agenda Backup: Ordinance (C14 2014 0070)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215844""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215843""}, {""title"": ""20140828-115, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215843""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215845""}, {""title"": ""20140828-115, Agenda Backup: Staff Report (C14 2014 0070)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215845""}]",8
C14H-2017-0107,2017-10-05T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286084""}, {""title"": ""Ordinance No. 20171005-050"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286084""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284564""}, {""title"": ""20171005-050, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284564""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284619""}, {""title"": ""20171005-050, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284619""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284565""}, {""title"": ""20171005-050, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284565""}]",8
NPA-2019-0027.02,2019-11-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=333265""}, {""title"": ""Ordinance No. 20191205-087"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=333265""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331984""}, {""title"": ""20191205-087, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331984""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331986""}, {""title"": ""20191205-087, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331986""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331985""}, {""title"": ""20191205-087, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331985""}]",8
C14-2016-0059,2016-09-22T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=264030""}, {""title"": ""Ordinance No. 20160922-052"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=264030""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263339""}, {""title"": ""20160922-052, Agenda Backup: Draft Ordinance (C14-2016-0059)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263339""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263338""}, {""title"": ""20160922-052, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263338""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263340""}, {""title"": ""20160922-052, Agenda Backup: Staff Report (C14-2016-0059)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=263340""}]",8
C14-2012-0028,2012-08-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181232""}, {""title"": ""20121213-078, Agenda Backup: Ordinance (C14 2012 0028)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181232""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181230""}, {""title"": ""20121213-078, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181230""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181231""}, {""title"": ""20121213-078, Agenda Backup: Staff Report (C14 2012 0028)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181231""}]",6
C14-2012-0046,2012-08-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181844""}, {""title"": ""Ordinance No. 20121213-081"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181844""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181239""}, {""title"": ""20121213-081, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181239""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181240""}, {""title"": ""20121213-081, Agenda Backup: Staff Report (c14 2012 0046)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181240""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181445""}, {""title"": ""20121213-081, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=181445""}]",8
C14-2019-0106,2020-02-20T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332005""}, {""title"": ""20191205-095, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332005""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332004""}, {""title"": ""20191205-095, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332004""}]",4
C14-2017-0076,2017-10-05T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286080""}, {""title"": ""Ordinance No. 20171005-043"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286080""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284553""}, {""title"": ""20171005-043, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284553""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284612""}, {""title"": ""20171005-043, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284612""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284554""}, {""title"": ""20171005-043, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=284554""}]",8
C14-2015-0127,2015-12-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=246264""}, {""title"": ""Ordinance No. 20151217-085"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=246264""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245302""}, {""title"": ""20151217-085, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245302""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245306""}, {""title"": ""20151217-085, Agenda Backup: Restrictive Covenant (C14-2015-0127)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245306""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245305""}, {""title"": ""20151217-085, Agenda Backup: Revised Draft Ordinance (C14-2015-0127)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245305""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245303""}, {""title"": ""20151217-085, Agenda Backup: Staff Report (C14-2015-0127)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245303""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245304""}, {""title"": ""20151217-085, Agenda Backup: Street Deed (C14-2015-0127)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=245304""}]",12
C14-2014-0012,2014-05-15T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210835""}, {""title"": ""Ordinance No. 20140515-051"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210835""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210127""}, {""title"": ""20140515-051, Agenda Backup: Ordinance (C14 2014 0012)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210127""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210125""}, {""title"": ""20140515-051, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210125""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210126""}, {""title"": ""20140515-051, Agenda Backup: Staff Report (C14 2014 0012)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=210126""}]",8
C14-2014-0009,2014-05-15T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215096""}, {""title"": ""Ordinance No. 20140807-136"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=215096""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214230""}, {""title"": ""20140807-136, Agenda Backup: Ordinance (C14 2014 0009)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214230""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214227""}, {""title"": ""20140807-136, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214227""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214229""}, {""title"": ""20140807-136, Agenda Backup: Restrictive Covenant (C14 2014 0009)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214229""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214228""}, {""title"": ""20140807-136, Agenda Backup: Staff Report (C14 2014 0009)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=214228""}]",10
C14-2012-0093,2013-01-17T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182819""}, {""title"": ""Ordinance No. 20130117-082"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182819""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182479""}, {""title"": ""20130117-082, Agenda Backup: Ordinance (c14 2012 0093)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182479""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182477""}, {""title"": ""20130117-082, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182477""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182480""}, {""title"": ""20130117-082, Agenda Backup: Restrictive Covenant (C14 2012 0093)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182480""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182478""}, {""title"": ""20130117-082, Agenda Backup: Staff Report (C14 2012 0093)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=182478""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183359""}, {""title"": ""20130117-082, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=183359""}]",12
C14-2013-0083,2014-05-01T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202530""}, {""title"": ""20131212-099, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202530""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202531""}, {""title"": ""20131212-099, Agenda Backup: Staff Memo (c14 2013 0083 and npa 2013 0010 01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=202531""}]",4
C14-2011-0065,2013-01-31T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180259""}, {""title"": ""20121206-099, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180259""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180260""}, {""title"": ""20121206-099, Agenda Backup: Staff Memo (c14 2011 0065)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=180260""}]",4
NPA-2010-0021.02,2011-03-03T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=151546""}, {""title"": ""20110421-060, Agenda Backup: Memo to Mayor and Council"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=151546""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=155972""}, {""title"": ""20110421-060, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=155972""}]",4
C14-2013-0023,2013-09-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199102""}, {""title"": ""Ordinance No. 20131003-076"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199102""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198004""}, {""title"": ""20131003-076, Agenda Backup: Ordinance (C14 2013 0023)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198004""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198002""}, {""title"": ""20131003-076, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198002""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198003""}, {""title"": ""20131003-076, Agenda Backup: Staff Report (C14 2013 0023)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198003""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198241""}, {""title"": ""20131003-076, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198241""}]",10
